FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,terrain,activite_statut,etablissement_categorie,toilette_type,terrain_sport,geometry,latitude,longitude,annee_creation,region,type,statut,nom
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dc0,Plateaux,Anié,Anié 1,Anié,Boulali,Lycée Technique Federico Mayor,"Itp Federico Mayor, Anie","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",Nsp,Prive - individuel,"{Construit et Utilise,En construction}",Formation Professionnelle autre,Nsp,Non,POINT (1.194798335512754 7.759245316278804),1.194798335512754,7.759245316278804,,Plateaux,Formation Professionnelle autre,Prive - individuel,Lycée Technique Federico Mayor
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dbf,Plateaux,Haho,Haho 3,Kpédomé,Kpedome,Institut Technique et Professionnel les Batisseurs,"IFT Les Batisseurs, Kpedome","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2021,Prive - individuel,{En construction},Formation Professionnelle autre,Nsp,Non,POINT (1.1713723455893876 6.969558351634995),1.1713723455893876,6.969558351634995,2021.0,Plateaux,Formation Professionnelle autre,Prive - individuel,Institut Technique et Professionnel les Batisseurs
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dbe,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kpegolonou,Institut de Formation Technique et Professionnelle Topo 3000,Kpegolonou,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2014,Nsp,{Construit et Utilise},Formation Professionnelle autre,"{Douches,WCs}",Non,POINT (0.6225685467910442 6.918213906319831),0.6225685467910442,6.918213906319831,2014.0,Plateaux,Formation Professionnelle autre,Nsp,Institut de Formation Technique et Professionnelle Topo 3000
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dbd,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kpegolonou,Institut de Formation Technique et Professionnelle Togo 3000 Bt,Kpegolonou,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2014,Nsp,{Construit et Utilise},Formation Professionnelle autre,"{WCs,Douches}",Non,POINT (0.6225092358775085 6.91825718687608),0.6225092358775085,6.91825718687608,2014.0,Plateaux,Formation Professionnelle autre,Nsp,Institut de Formation Technique et Professionnelle Togo 3000 Bt
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dbc,Plateaux,Ogou,Ogou 1,Djama,Campement,Institut Technique Sacre Coeur de Jesus,BP 156 Atakpamé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",1998,Prive - entreprise,{Construit et Utilise},Formation Professionnelle autre,"{Latrines a eau,Douches}",Oui,POINT (1.1489367134603752 7.5271678966923545),1.1489367134603752,7.5271678966923545,1998.0,Plateaux,Formation Professionnelle autre,Prive - entreprise,Institut Technique Sacre Coeur de Jesus
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dbb,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kpalime Kunsutu,Collège d'Enseignement Artistique et Artisanal de Kpalime,BP 93,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",1968,Domaine public de l'etat ou des collectivites territoriales,{Construit et Utilise},Formation Professionnelle autre,"{WCs,Douches}",Non,POINT (0.6183043600070872 6.923653946982775),0.6183043600070872,6.923653946982775,1968.0,Plateaux,Formation Professionnelle autre,Domaine public de l'etat ou des collectivites territoriales,Collège d'Enseignement Artistique et Artisanal de Kpalime
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dba,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kpalime,Institut Technique et Profesnionnel Larousse,"Itp Larousse, Kpalime","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",1995,Prive - individuel,{Construit et Utilise},Formation Professionnelle autre,{WCs},Oui,POINT (0.6335152814743382 6.920546756032542),0.6335152814743382,6.920546756032542,1995.0,Plateaux,Formation Professionnelle autre,Prive - individuel,Institut Technique et Profesnionnel Larousse
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5db9,Plateaux,Anié,Anié 1,Anié,Anie,Centre de Formation Technique et Professionnel Anie,70359910,"{""jeudi"",""Lundi"",""Mardi"",""Mercredi"",""Vendredi""}",2017,Domaine public de l'Etat ou des collectivites territoriales,"{""En construction""}",Formation profesionnelle autre,N/a,Non,POINT (1.1985778042113462 7.764290316170254),1.1985778042113462,7.764290316170254,2017.0,Plateaux,Formation profesionnelle autre,Domaine public de l'Etat ou des collectivites territoriales,Centre de Formation Technique et Professionnel Anie
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5db8,Plateaux,Anié,Anié 1,Anié,Anie Kpassa Cope,Compexte Technique d'Excellence d'Anie,"Cte Anie, Anie","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2011,Prive - individuel,{Inacheve},CAP,Nsp,Non,POINT (1.1940434007752365 7.788830958247869),1.1940434007752365,7.788830958247869,2011.0,Plateaux,CAP,Prive - individuel,Compexte Technique d'Excellence d'Anie
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5db7,Plateaux,Haho,Haho 1,Notsé,Tegbe,Complexe Scolaire Itecso,BP 22,"{Lundi,Mardi,Vendredi,jeudi,Mercredi}",2001,Prive - individuel,{Construit et Utilise},Formation Professionnelle autre,Nsp,Non,POINT (1.1683768584849372 6.955444030370272),1.1683768584849372,6.955444030370272,2001.0,Plateaux,Formation Professionnelle autre,Prive - individuel,Complexe Scolaire Itecso
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5db6,Plateaux,Anié,Anié 2,Adogbénou,Oke Adogbenou,Centre de Formation Profesionnelle ONG Acatbli,BP 72 Atakpamé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",Nsp,autre,{Construit et Utilise},Formation Professionnelle autre,"{Latrines a eau,Douches}",Non,POINT (1.4380530258775246 7.73814211386547),1.4380530258775246,7.73814211386547,,Plateaux,Formation Professionnelle autre,autre,Centre de Formation Profesionnelle ONG Acatbli
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5db5,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kpalime Nyiveme,Centre Aklala Batik,"Centre Aklala Batik, Kpalime","{Vendredi,jeudi,Mercredi,Mardi,Lundi}",Nsp,Prive - entreprise,{Construit et Utilise},Formation Professionnelle autre,"{WCs,Douches}",Non,POINT (0.6257549999999996 6.928325),0.6257549999999996,6.928325,,Plateaux,Formation Professionnelle autre,Prive - entreprise,Centre Aklala Batik
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5db4,Savanes,Oti,Oti 1,Mango,Djabou,Lycée d'Enseignement Technique et Professionnel de Mango,BP 95,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",1997,Domaine public de l'etat ou des collectivites territoriales,{Construit et Utilise},Formation Professionnelle autre,{Latrines seches},Non,POINT (0.4747034446313269 10.368892798699969),0.4747034446313269,10.368892798699969,1997.0,Savanes,Formation Professionnelle autre,Domaine public de l'etat ou des collectivites territoriales,Lycée d'Enseignement Technique et Professionnel de Mango
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5db3,Savanes,Oti-Sud,Oti-Sud 1,Gando,Namoni,Centre de Formation Technique et Professionnelle de Gando,"Centre de Formation Technique et Professionnel de Gando, Gando","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2012,Domaine public de l'etat ou des collectivites territoriales,"{En construction,Construit et Utilise}",CAP,{WCs},Non,POINT (0.7589312136892714 10.320458900856325),0.7589312136892714,10.320458900856325,2012.0,Savanes,CAP,Domaine public de l'etat ou des collectivites territoriales,Centre de Formation Technique et Professionnelle de Gando
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5db2,Savanes,Tône,Tône 1,Dapaong,Worgou,Centre Regional d'Enseignement Technique et de Fomation Professionnelle de Dapaong,500 BP 22,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",1958,Domaine public de l'etat ou des collectivites territoriales,{Construit et Utilise},Formation Professionnelle autre,{Latrines a eau},Oui,POINT (0.1968982637950383 10.83921366260353),0.1968982637950383,10.83921366260353,1958.0,Savanes,Formation Professionnelle autre,Domaine public de l'etat ou des collectivites territoriales,Centre Regional d'Enseignement Technique et de Fomation Professionnelle de Dapaong
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5db1,Savanes,Oti,Oti 2,Galangashie,Kpandjini,Institut de Formation en Alterance Pour Le developpement de Barkoissi,"Institut de Formation en Alterance pour le developpement de Barkoissi, Barkoissi","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2021,Nsp,Nsp,Nsp,Nsp,Nsp,POINT (0.3155236218587007 10.530007832010774),0.3155236218587007,10.530007832010774,2021.0,Savanes,Nsp,Nsp,Institut de Formation en Alterance Pour Le developpement de Barkoissi
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5db0,Kara,Kozah,Kozah 2,Tchitchao,TCHITCHAO,College Militaire Eyadema - Branche Technique,26 61 11 34,Nsp,1979,N/a,N/a,N/a,N/a,N/a,POINT (1.1128483333333332 9.619323333333334),1.1128483333333332,9.619323333333334,1979.0,Kara,N/a,N/a,College Militaire Eyadema - Branche Technique
